respondent_id,xyz_vaccine,seasonal_vaccine
144,0.2065878372945926,0.36472641945552203
145,0.2127805384589161,0.2643436121006309
146,0.7358243747589231,0.778131919601929
147,0.30755193609509507,0.9538265499023585
148,0.2506827297380215,0.5778929012911485
149,0.07344455089759314,0.11022966334381047
150,0.13705462516297903,0.1337177772649848
151,0.4161735990073928,0.94267384813783
152,0.06838012654393358,0.5329568278846477
153,0.024624490576948193,0.5495104203941997
154,0.1209401015561705,0.18806782109934325
155,0.06635215416462967,0.7421585104894728
156,0.09665330615502707,0.34709931887980267
157,0.05330678383335088,0.2785688118861727
158,0.2300572769834781,0.6975693056978081
159,0.2139655194957613,0.5716116940781043
160,0.12214245320910531,0.8515331204700776
161,0.059679300312399874,0.1560569219793406
162,0.06549906111746644,0.17771426470636684
163,0.08131039699197973,0.22277353444924924
164,0.1202339982881108,0.5875227934431971
165,0.19827020220707942,0.2818398248801308
166,0.5458970755214999,0.17925943766513883
167,0.1285865198794879,0.44985119442235416
168,0.6862674619931458,0.943915436583803
169,0.07349468736458298,0.6464223303045312
170,0.20227302510029713,0.24825266088059014
171,0.12957210348510081,0.32481241520309495
172,0.49882975034701005,0.7860641917553081
173,0.048998675404481426,0.19038210061584188
174,0.19907376069474195,0.10875006952972227
175,0.10559095653863472,0.3190337564479696
176,0.07499689960980338,0.09808745990250727
177,0.17099316915568408,0.6234460181705997
178,0.343764894153966,0.47053640225126664
179,0.11117701854430126,0.28600455497111765
180,0.009018650788312094,0.05113958802033437
181,0.10152051318488813,0.7010838867145872
182,0.15169027931886886,0.5982691885102656
183,0.08064767934368171,0.030639209812188296
184,0.00945246367708134,0.24207930823376242
185,0.5404398302880151,0.8550022584500453
186,0.08494554984495271,0.315664560807284
187,0.10288215520939338,0.23458329362203942
188,0.06555109665160194,0.5446140924077295
189,0.12289395749790132,0.7646482337084894
190,0.12152129861660141,0.1883757530281148
191,0.07392136118427557,0.32136925940767713
192,0.6308390393776379,0.6955182541304651
193,0.16374017889055661,0.6129764115598888
194,0.4858531392200137,0.43386857625844516
195,0.5721405766852085,0.7255875902263775
196,0.20109653385563453,0.6154599395316183
197,0.08929471734728178,0.17722788820065746
198,0.49371015172325716,0.05594698907162527
199,0.32080808213654405,0.15483839253100423
200,0.3394791017565451,0.22199656944133328
201,0.08012152922269375,0.3079937226453583
202,0.06877720050198041,0.3345714695797337
203,0.08049077154586011,0.1907366346272199
204,0.3759422188944912,0.6789177519955064
205,0.043546503489003144,0.4045128001117979
206,0.1270627112511998,0.18488911040729217
207,0.1904560083957009,0.8916322149351753
208,0.11407894983198799,0.6901103845270469
209,0.2072800477057099,0.5774851732169827
210,0.05335229772886457,0.7193089488945331
211,0.11438024293226022,0.01619924516643242
212,0.7589447119054532,0.9445230748766911
213,0.4555954320649774,0.6566355102483791
214,0.20224897822918206,0.29934125696800185
215,0.651178726404263,0.8910932066461801
216,0.03542016114919246,0.30026345203112836
217,0.062175903176623706,0.17747855699497614
218,0.19616030725289263,0.937985855111938
219,0.31763928253537327,0.40452043637280716
220,0.12491108076784571,0.8283504226673727
221,0.07137072076722493,0.247623694869562
222,0.13680721298836876,0.13735665296244556
223,0.03938851070307776,0.6184027950744627
224,0.11579781665312225,0.6114373008582437
225,0.3704407083437342,0.1893220119744594
226,0.15490184197824017,0.6452245464526504
227,0.054365448182027376,0.32656713302364343
228,0.5091067677606302,0.3818610651903436
229,0.13548896526707363,0.929203496608928
230,0.1100030882982711,0.48505611797098125
231,0.11402403465111603,0.8907610538442104
232,0.03271202427037629,0.2349712420968069
233,0.013877377449118083,0.24225166721794567
234,0.3593958266550954,0.2706735637372425
235,0.25132675426611223,0.9025100203337361
236,0.19121193356559602,0.5928360804110552
237,0.02616533549601266,0.0679916453624796
238,0.5285974343398886,0.9313753871683047
239,0.07864233370901542,0.45540916895208355
240,0.08719343988613568,0.2667772109592711
241,0.1871581719356302,0.7093112600261193
242,0.02850042379765083,0.23872353525537018
243,0.05754242552913811,0.2363834428618222
244,0.10756831303808367,0.8392084395252871
245,0.08612682365913213,0.2966031933213132
246,0.17582763778691268,0.19559428568547776
247,0.18149388277503037,0.4844130868946072
248,0.34269962871407383,0.5082038268428528
249,0.02691393874055756,0.20239029200250502
250,0.4070307289623589,0.8552710574903369
251,0.133008974722637,0.8933476262697165
252,0.16611674077275765,0.35131512903521844
253,0.262618049673835,0.3366975381353967
254,0.27082622036140286,0.9202226350935888
255,0.7033599075892825,0.5338443706812821
256,0.050798487667430434,0.15017205977117873
257,0.12685245218653823,0.7746072345577708
258,0.07080873796885884,0.12893552400387615
259,0.5791485930860973,0.07865223285818569
260,0.10007834759036574,0.5650951621790993
261,0.027845413163616994,0.8946333858744597
262,0.890987949646299,0.9192160331709309
263,0.2804445812190685,0.8683167318187771
264,0.056720275124376614,0.552695007969405
265,0.21532783641769557,0.8141525239376391
266,0.20254302196223584,0.6915320261073556
267,0.15269554557986464,0.3804250952060048
268,0.2969665975808331,0.5300105870158668
269,0.13150129264825913,0.595581733815632
270,0.07515040047733478,0.1918891621145844
271,0.07368273252982728,0.6688252031011647
272,0.14074169313688842,0.7098979634805316
273,0.012401511225851824,0.0889393268886401
274,0.10183608449769312,0.3962012833134174
275,0.09868931438745752,0.8015223926200199
276,0.18926828474792418,0.5901257490794178
277,0.031758473978689625,0.45660240315106065
278,0.534499077455838,0.39230569112540203
279,0.318965414518103,0.7234271197332833
280,0.11458651838926531,0.2568968206054488
281,0.0865647279921307,0.45070398583499666
282,0.029702795726795628,0.888946459300131
283,0.15403647538093448,0.5766322351307007
284,0.23814573961966515,0.38504349258982407
285,0.017216518333131103,0.06491386540001536
286,0.10588644517597678,0.5189553326805854
287,0.0333282417315953,0.051778720535313245
288,0.7677450404832602,0.735820148325313
289,0.04801027186338974,0.35750534074606527
290,0.14699011539280196,0.6637723251679762
291,0.0397937984441469,0.20070456584229668
292,0.11709840832197721,0.3426217383989367
293,0.3194953569655832,0.4196211446088578
294,0.1126964597641997,0.31682737767102015
295,0.13755386239772857,0.6648281091854618
296,0.20549173482973798,0.056340822166616365
297,0.19017970903104778,0.5537108833486909
298,0.32773589961963295,0.6176644102808989
299,0.03574837167720635,0.7116325293844594
300,0.2033093637073746,0.13160896124351257
301,0.09115843755546911,0.05880253031632777
302,0.09487024860855287,0.22699051314974078
303,0.6918648756151536,0.8882208991622363
304,0.09909848449382055,0.819001765896404
305,0.052255171279313804,0.09731353008166715
306,0.8533060500556267,0.8486726558023568
307,0.23271580947334466,0.48230445443633524
308,0.5314952349034413,0.8814434496776818
309,0.15559394388095818,0.6537299272425197
310,0.11979404674017084,0.39458200595130416
311,0.14089575475971483,0.5756528200131992
312,0.12403678779313233,0.21219252394059218
313,0.06174688340244037,0.35176203819121615
314,0.15938474953651208,0.775239239145311
315,0.364354581778677,0.22775315977066155
316,0.06383711053742218,0.3305902992413468
317,0.04146267169232506,0.3937511665724285
318,0.4731181241081585,0.08667514751028402
319,0.5645531318349452,0.4070286827159187
320,0.20813708723294355,0.517288035555146
321,0.04175831483508062,0.06976544231417993
322,0.19354577514464041,0.8336686039316911
323,0.18031811188594493,0.5442060915387626
324,0.241276755260176,0.7201201651205907
325,0.09702659096758628,0.1414851552195932
326,0.15992211670979395,0.14684441610049692
327,0.08981830872457823,0.4518469402809857
328,0.1214764214150497,0.2777591227633892
329,0.3792369439631822,0.6408616727671181
330,0.4488090511658356,0.6731010486340948
331,0.06578275982236671,0.499630420934709
332,0.0327010254763596,0.2975963431690955
333,0.3314184879938734,0.8636127081936043
334,0.17703776155669046,0.4229049047827059
335,0.17081390541150335,0.7034275523172459
336,0.06597877988782093,0.11904137530083042
337,0.24699792597588996,0.5745770758723485
338,0.025724017119921533,0.14072556878754972
339,0.5883953002362348,0.5026395768521923
340,0.049966133121740884,0.1395982444496876
341,0.017267408257997538,0.2606857588630571
342,0.10071582838687312,0.19184164198039555
343,0.04757636119118989,0.07385834451181467
344,0.592674366941572,0.6896954271804304
345,0.1067617127349778,0.6117523879051794
346,0.4915976567230123,0.9459966124019346
347,0.07212073556320099,0.2794572049054288
348,0.03831029236785335,0.5231289336601337
349,0.06488394500854064,0.19891849019638871
350,0.033125756393112576,0.44320844533913223
351,0.24691870056911694,0.9315816133310055
352,0.041730654407648865,0.2375320896652703
353,0.13395134535670808,0.3941206245891613
354,0.5958423954852097,0.5560239858420438
355,0.09497654091767076,0.1900580695562286
356,0.032640037015923745,0.13484950611343358
357,0.7630814471493778,0.8147333545596869
358,0.07110615634986014,0.44671642501270864
359,0.7844052121378818,0.8459643901157177
360,0.3178753536522298,0.5755357481245232
361,0.25325492435580266,0.9358424965791861
362,0.09415504249352605,0.2601595729933712
363,0.2078050631480345,0.36313477319665693
364,0.6640216007084941,0.6078624662556569
365,0.08191449722106599,0.5670982366603209
366,0.09971255899813408,0.08756846794538947
367,0.0973391146389986,0.42585379869738244
368,0.051764991228929115,0.2215615484699915
369,0.1103477632990478,0.1789246018997896
370,0.036396420913844214,0.1834438856600196
371,0.8509770489637034,0.968649292299057
372,0.036134121287332226,0.6306192155273505
373,0.25663795551945234,0.17789718075504243
374,0.14493372600712073,0.5819726662771428
375,0.6159086932368902,0.6062715050929508
376,0.8890934014856406,0.9409524471141757
377,0.09006778721131349,0.427696754242816
378,0.5786550157944806,0.4881089438022228
379,0.08239457342650063,0.38465881569582244
380,0.014085123381879264,0.10652189716989746
381,0.1719883817857376,0.8531222479401845
382,0.10198732437945215,0.8949807076948295
383,0.14117265453093958,0.11904894784147098
384,0.18467709436145383,0.8025526056972628
385,0.05857834799445491,0.48026996443250325
386,0.07303852001299811,0.38814614491208144
387,0.46369052241069714,0.5725427530712166
388,0.46200418513100916,0.9618667830570365
389,0.3017628725256013,0.21675155561660353
390,0.06100865771825017,0.591034866912294
391,0.41680262045491207,0.35318604902871625
392,0.0695875487921099,0.7748510141827946
393,0.19537714209927143,0.44026575757998226
394,0.059625743713012075,0.23911732633349497
395,0.11606487619533555,0.6343810024250625
396,0.01914833343561553,0.07813241139470692
397,0.4343995754653582,0.6179094011582767
398,0.3208998304059786,0.35441479943637033
399,0.18911300643161788,0.4905807411862809
400,0.07785993028639858,0.0474266515659996
401,0.061894205160340075,0.5673027915815001
402,0.07709742678210778,0.2178607937112838
403,0.17759589582780996,0.7793074140085462
404,0.2899979381961817,0.7323004482249612
405,0.05446211343239281,0.2847596181058672
406,0.07527153654535838,0.06583253018732155
407,0.26797529465852377,0.409195206972062
408,0.05358973781893066,0.18806172455739542
409,0.07276387818357118,0.7760424644919942
410,0.4475674068668147,0.16349120687016022
411,0.4908883027010935,0.38745079222571394
412,0.2243256814442096,0.43879442416113046
413,0.6949451768861706,0.934166734811682
414,0.8303945397506565,0.7773325064695948
415,0.13705012506574923,0.7106225598044484
416,0.1476282932379397,0.20120494005057146
417,0.07700038501162353,0.2522692967025255
418,0.0959906305524659,0.5357056767456698
419,0.08434443544097477,0.8303814595173217
420,0.21677752878715473,0.2420715005072457
421,0.14365978525894746,0.4202074232907972
422,0.06350003698122045,0.9083627667594243
423,0.0945598684954979,0.6854786103679378
424,0.013744796049552225,0.2595331933622131
425,0.40386866352286144,0.8799272475390408
426,0.06541407313912542,0.8679608827970647
427,0.3470904694380174,0.961980843732196
428,0.19531095012446184,0.0937052196669182
429,0.03293936311019288,0.1078040440852878
430,0.02025353739664084,0.05154652207574342
431,0.12220395072350064,0.40508204935639475
432,0.2046631673514385,0.2586256850103413
433,0.027640360441939762,0.4205348038672188
434,0.06766325698103844,0.8454607913130582
435,0.09473656926554813,0.19083628771468225
436,0.01857283356175826,0.16309247829183265
437,0.10626075130906874,0.42068484385442895
438,0.06680802831565175,0.46888120566894986
439,0.3713675926610177,0.6516084560709228
440,0.13083166372363367,0.43415704513439035
441,0.20594580676668248,0.7250011481049837
442,0.3917883545214885,0.9159581547195824
443,0.03159472128086209,0.09990739494578516
444,0.012590136323496212,0.031048272675075633
445,0.5085819021717017,0.050050870432170526
446,0.043243692187646274,0.33191417069966644
447,0.0655425997020037,0.04440246096859831
448,0.14554441292874135,0.9064837535039556
449,0.2571708620251979,0.26558480315751837
450,0.17720483916159124,0.2816034793770888
451,0.08986914316112671,0.1583863575090303
452,0.09408523554188618,0.06639033118882952
453,0.09040706627358726,0.2835394957902249
454,0.03346823699257816,0.2472079656902258
455,0.23259303331107736,0.3139834388942092
456,0.341961490991527,0.4066914043048731
457,0.10052352490871758,0.9504684950100086
458,0.06283607218492832,0.8856265558664094
459,0.100794606758642,0.819399674634325
460,0.23814934586970946,0.4719983261362219
461,0.08117401759046344,0.7374138510165852
462,0.060160008358793086,0.23634069041768813
463,0.38591688334708035,0.7301622702701288
464,0.053920705198501444,0.3152232080527704
465,0.1728848621317535,0.129282357245221
466,0.12628268493167144,0.11493706929868705
467,0.031089533605697005,0.07680365869972013
468,0.08618489964586201,0.24606273639507278
469,0.2905391797798771,0.8115442706897051
470,0.06414932382861405,0.19393423553141187
471,0.16637136111500161,0.6855849113536642
472,0.5668217544621305,0.14736399700290984
473,0.10078921992581569,0.6676799732983254
474,0.21958553035910686,0.6659994328485925
475,0.0981262068662819,0.5697427777012952
476,0.10482964579331296,0.3415178105255426
477,0.02301673601222554,0.09653400794883192
478,0.07203138507170967,0.14312705528811873
479,0.024906433001367002,0.02974571062301295
480,0.15843443035565685,0.4957994043468531
481,0.7150280931418024,0.7292897362255684
482,0.1677356546324404,0.6184404763992805
483,0.03225476848686304,0.0501947456741165
484,0.10654414470919442,0.2914665757162717
485,0.2798181916529049,0.3548939539088504
486,0.07502054916346006,0.3683626122420918
487,0.08896238424781533,0.1693149063276302
488,0.20686079274465172,0.8745184469475955
489,0.4477069355587235,0.5118413690433127
490,0.06417388882831351,0.43196010212372293
491,0.08306117699840608,0.371535409839261
492,0.09962897099930586,0.2647947752677314
493,0.0904324885586233,0.06406785279350889
494,0.14807056113515626,0.9031112746164619
495,0.2240340296315188,0.31537077454829243
496,0.11375909589254257,0.5322202552963484
497,0.14088049348726953,0.5095412925039557
498,0.37066230845783943,0.6404636690696535
499,0.042563689340148786,0.11253538554678313
500,0.0520773636924979,0.3990254728205506
501,0.08469784911628062,0.6546152334640503
502,0.5086790222638292,0.812935102628981
503,0.016951491313751163,0.36280106435737486
504,0.5541315740778766,0.894863427205469
505,0.4605392922545597,0.5659163264244574
506,0.1492210207557682,0.4782671923704715
507,0.6388140538401257,0.6168632399161852
508,0.11482928287429221,0.3360547657821016
509,0.09474004523844085,0.15761713361766222
510,0.7998363066928131,0.8901894801838054
511,0.08984604462243706,0.6156273702267967
512,0.11444665149849187,0.17835105879481417
513,0.14102703240685566,0.9380238319256656
514,0.5654689354326166,0.8177105338329944
515,0.18888651846677024,0.7302910904652589
516,0.8935162196014867,0.8654761235090428
517,0.34677342223945945,0.6273092315263263
518,0.2627661127201228,0.7525159806231974
519,0.26540703503680096,0.39654226700693185
520,0.10094139751968967,0.22790583407218218
521,0.07152016995656649,0.3132654303769609
522,0.0847222277923628,0.3745568739412405
523,0.05921299027295818,0.11830113018968653
524,0.009534510025863955,0.799145199286503
525,0.04535347547617798,0.3899439616476404
526,0.1486360336738537,0.20698676720269846
527,0.06556547660018869,0.18139427179432588
528,0.10752403610037296,0.22839879265008986
529,0.7150757812159573,0.8712930327942497
530,0.05745285540334304,0.1842503208527247
531,0.24350630487571284,0.8649384983949764
532,0.2125961360386569,0.7899671047447501
533,0.05587478537169802,0.1248884081571916
534,0.5631402196020707,0.21126528926309981
535,0.08201122013526058,0.17547866606481125
536,0.07063745928401612,0.41612268912545236
537,0.6326096711528026,0.8352931535613771
538,0.25449409444610427,0.792048692051721
539,0.125578322475045,0.7890244204023704
540,0.6006007989853824,0.584581555195372
541,0.17173045175147478,0.618438412227688
542,0.10268958215751724,0.49377633088189377
543,0.09325059846927694,0.16055850865915
544,0.03826199792784382,0.3363341029734573
545,0.012690442249044288,0.13194884828101544
546,0.03842149021156037,0.5639039590457219
547,0.1806870653978143,0.24736253723788537
548,0.10284608661307845,0.5872562605250279
549,0.10035053630096355,0.9486640844655142
550,0.1704646531046028,0.297196215557873
551,0.24861122685057016,0.7492575668009442
552,0.0813400238765528,0.14614316959104529
553,0.07919742819019264,0.05371135782887494
554,0.1762998278724538,0.38926864420078167
555,0.5430917307046492,0.8139952363044362
556,0.12458792909103743,0.8103293912713181
557,0.023158577988102343,0.22341623430721813
558,0.39485020626083467,0.8191001785610172
559,0.49559983483360015,0.2991831808970752
560,0.023315955601164128,0.37871119145243004
561,0.22297495907022807,0.21198178472346194
562,0.10949513694308892,0.3280215580783807
563,0.025255897864319605,0.17279353128468578
564,0.05784494074819028,0.17756391417901177
565,0.2606577730587567,0.7270021588093302
566,0.05640193598211793,0.24353107492546353
567,0.03515929200177262,0.12622124523764272
568,0.35576385165633606,0.5754246633680876
569,0.21177352352791068,0.4817857479411923
570,0.09320463840587305,0.38237938763459367
571,0.0739556334987382,0.12117309466370633
572,0.06958063458629901,0.2230443352220098
573,0.689111703793059,0.0693113175449077
574,0.05764684545257473,0.2607707389625632
575,0.11418686935993681,0.47525635668631266
576,0.07828846200622533,0.16020546935981198
577,0.11228416632015492,0.6069692082492827
578,0.0981160136266597,0.14641901530736964
579,0.12286694098973654,0.4102195405606098
580,0.19384970991869233,0.506003565682942
581,0.13645661163206388,0.6589650378009155
582,0.05274440178709708,0.3204163394934455
583,0.09796099904605107,0.221203538160634
584,0.07638317861714633,0.12416632004660555
585,0.5230499617175713,0.7469750532902123
586,0.06359196243951463,0.5569979943977491
587,0.08659315196185241,0.2973513928577458
588,0.06107422163876499,0.6357250099615867
589,0.008030169209083561,0.029650718220391815
590,0.021443129091587743,0.786165336987272
591,0.561506959529135,0.4181616650944057
592,0.041274656081278845,0.03288018425461219
593,0.2531228272596044,0.12015260491768659
594,0.3475874305836261,0.6745326760762173
595,0.11803442401163171,0.3253301981497249
596,0.4708990142922547,0.7081622416440613
597,0.18067708482034986,0.5497408757359848
598,0.238944993016952,0.5432080266006455
599,0.037246176639018955,0.4184171006671743
600,0.2580565453340349,0.28638247419225993
601,0.04840607148503367,0.20781371183832645
602,0.03295535335813794,0.5118805948152793
603,0.022571525952419003,0.05778926829514686
604,0.13174153717334872,0.917756003896043
605,0.0659889780379185,0.2598217825973295
606,0.02936515085233759,0.2541933992671617
607,0.3273185438159684,0.7034324575262446
608,0.0878319292008192,0.35912172835111816
609,0.24611457348097424,0.42909853108089563
610,0.8162155804112591,0.7983672349476993
611,0.08898982563862243,0.1869941194980467
612,0.11313720355250052,0.09051102997920109
613,0.8355441595137026,0.86068256136055
614,0.21491836799823522,0.9127548989810335
615,0.1070380306862678,0.8144767845799038
616,0.09197729622337093,0.8307110738578151
617,0.11976834566829557,0.8752956621263883
618,0.09841594909010211,0.2151949288625684
619,0.12521612608539656,0.18773873936402607
620,0.6665232486625875,0.854266930446011
621,0.5871152515329194,0.929166269094215
622,0.1023133586314299,0.49147824790116174
623,0.12248356649044967,0.5444490149553
624,0.21693225340480055,0.6121672685353461
625,0.7907248847161457,0.9429550070281352
626,0.027272640811326652,0.08085448355032093
627,0.12982706833573862,0.3619861014728298
628,0.15276307544550113,0.3572395124361535
629,0.23870002982400543,0.9296279914385703
630,0.10692789707016107,0.8593200140819962
631,0.11987724695874896,0.5747360758950494
632,0.18502482820043817,0.41596010505970776
633,0.08806855597231218,0.5074613640772127
634,0.024372701763336842,0.5729770826645258
635,0.11326375789676872,0.6794749780721248
636,0.06325655713121608,0.010579515214791498
637,0.16391001552652623,0.6093266279615737
638,0.0999464395057038,0.5255416246615373
639,0.06319528236292225,0.5758179317118319
640,0.5315507998860517,0.7775413119170721
641,0.023959159426987023,0.028405566217240913
642,0.8020946854754695,0.7666966553928821
643,0.19477847998029454,0.5526834101912138
644,0.11448984336438163,0.7559697931411669
645,0.10966708718684488,0.5819476207351812
646,0.50601455244004,0.2575212635485709
647,0.08822678867877722,0.1470510746663833
648,0.09081126857988804,0.7373692652104145
649,0.11950798433436363,0.44134427707760665
650,0.07635225191247018,0.47100594976256493
651,0.25928608109496937,0.9294732504630173
652,0.3365989951281728,0.5713111343571927
653,0.2105865168482581,0.409027698712506
654,0.1072267992315657,0.052805105691186544
655,0.21429497063716393,0.7468963076205622
656,0.2845351677009175,0.509972113671759
657,0.1379430319322074,0.4920654533048606
658,0.09425897119823465,0.9191013237302793
659,0.008551048202988557,0.04982213629644282
660,0.018700295356089473,0.08418856888176406
661,0.11904630805302215,0.5418609073702371
662,0.3164927062462651,0.7679664920529755
663,0.013204041931056284,0.05497795555875163
664,0.11837600893114536,0.5704971185890598
665,0.045064894924805275,0.4256032300785851
666,0.60389245878971,0.8770397665860236
667,0.11236178962560187,0.1784983843144023
668,0.11148033419184426,0.34852809794138745
669,0.10572340400180975,0.8310761030049071
670,0.15291785322678209,0.7480403452151895
671,0.12314835545617447,0.7596758839154474
672,0.64168564777791,0.37589802905013925
673,0.032222414632428205,0.21565203092537888
674,0.4625648532940529,0.8511365142880735
675,0.21631210308403678,0.9598522071769128
676,0.08634165743165823,0.7968197079107491
677,0.04395723087826627,0.24339210313336893
678,0.17777136739896449,0.5637267124325409
679,0.06089803304625426,0.21790449297880796
680,0.10668803661089975,0.8888686314022155
681,0.07459329562042175,0.28901295688506695
682,0.6164996939085567,0.7789526881852257
683,0.00726649379764841,0.03077754749277818
684,0.0650020378834009,0.05808190172086499
685,0.027209568811531092,0.39821207269331926
686,0.4412588443295572,0.645129734968602
687,0.7733866032844411,0.6546946810085984
688,0.027920688517090893,0.08696795128609572
689,0.20165076565180973,0.7838662774573785
690,0.10724355306822418,0.080967243637182
691,0.17222758579910544,0.7911059063259627
692,0.07915890509041443,0.3235602986258251
693,0.7070394889436684,0.6264563263069565
694,0.01149174975697838,0.7798921546718782
695,0.09159337914723006,0.16454998597353845
696,0.13406911748516664,0.14158175975866055
697,0.13087237408491195,0.3329887600927063
698,0.07637972548108266,0.5071472186066942
699,0.06931884469520336,0.52688660981384
700,0.8321846642241431,0.8641701680990302
